date,ind,rain,ind,temp,ind,wetb,dewpt,vappr,rhum,msl
1/29/13 17:00,0,0.6,0,8.9,0,7.9,6.8,9.9,86,990.4
1/29/13 18:00,0,0,0,9.1,0,7.8,6.3,9.5,82,991.4
1/29/13 19:00,0,0,0,9,0,7.7,6.1,9.4,81,992.8
1/29/13 20:00,0,0,0,8.6,0,7.3,5.8,9.2,82,993.6
1/29/13 21:00,0,0,0,8.1,0,6.8,5.2,8.8,81,993.9
1/29/13 22:00,0,0,0,7.8,0,6.4,4.5,8.4,79,994
1/29/13 23:00,0,0,0,7.5,0,6.3,4.8,8.6,83,994.1
1/30/13 00:00,0,0,0,7.2,0,6.3,5.1,8.8,86,994.3
1/30/13 01:00,0,0,0,8.3,0,7.1,5.8,9.2,84,994
1/30/13 02:00,0,0,0,8,0,6.8,5.3,8.9,82,994.3
1/30/13 03:00,0,0,0,7.6,0,6.2,4.3,8.3,79,995
1/30/13 04:00,0,0,0,6.9,0,5.6,3.8,8,80,995.5
1/30/13 05:00,0,0.1,0,6.2,0,5.2,3.8,8,84,995.8
1/30/13 06:00,0,0,0,6.1,0,5.1,3.7,8,84,996.1
1/30/13 07:00,0,0,0,6.2,0,5.2,3.8,8,84,996.4
1/30/13 08:00,0,0,0,6.9,0,5.4,3.2,7.7,77,996.7
1/30/13 09:00,0,0,0,7.2,0,5.5,3.1,7.7,75,997.4
1/30/13 10:00,0,0.1,0,8.6,0,5.9,2.1,7.1,63,997.8
1/30/13 11:00,0,0.9,0,6.1,0,5.1,3.7,7.9,84,999.6
1/30/13 12:00,0,2.2,0,6.1,0,5.3,4.3,8.3,88,1000.8
1/30/13 13:00,0,0.4,0,7.1,0,5.9,4.5,8.4,83,1001.9
1/30/13 14:00,0,0,0,7.7,0,6.4,4.9,8.6,82,1003.3
1/30/13 15:00,0,0,0,8,0,6.5,4.6,8.5,79,1005.7
1/30/13 16:00,0,0.1,0,7.6,0,6,3.9,8.1,77,1007.9
1/30/13 17:00,0,0,0,7,0,5.6,3.5,7.9,78,1009.1
1/30/13 18:00,0,0,0,6.2,0,4.9,3,7.6,80,1009.7
1/30/13 19:00,0,0,0,5.8,0,4.4,2.5,7.3,79,1009.7
1/30/13 20:00,0,0,0,5.6,0,4.2,2.1,7.1,78,1009.6
1/30/13 21:00,0,0,0,5.9,0,4.3,1.9,7,75,1009.2
1/30/13 22:00,0,0,0,6.3,0,4.6,1.9,7,73,1008.9
1/30/13 23:00,0,0,0,8.2,0,6.6,4.5,8.4,77,1006.3
1/31/13 00:00,0,0,0,9.3,0,7.1,4.4,8.3,71,1003.7
1/31/13 01:00,0,2.3,0,8.2,0,7.3,6.2,9.5,87,1001.6
1/31/13 02:00,0,0.8,0,8.1,0,6.4,4.3,8.3,77,1000.7
1/31/13 03:00,0,0,0,7.7,0,5.9,3.5,7.9,74,1000.1
1/31/13 04:00,0,0,0,7.4,0,5.5,3,7.6,73,999.7
1/31/13 05:00,0,0.1,0,6.1,0,4.7,2.8,7.5,79,1000.1
1/31/13 06:00,0,0,0,6.1,0,4.5,2.1,7.1,75,1000.9
1/31/13 07:00,0,0.2,0,5.5,0,4.4,2.7,7.4,81,1001.4
1/31/13 08:00,0,0.3,0,4.4,0,3.5,2.1,7.1,85,1003
1/31/13 09:00,0,0,0,5.4,0,4.2,2.4,7.3,81,1004
1/31/13 10:00,0,0,0,6.1,0,4.7,2.8,7.5,79,1004.9
1/31/13 11:00,0,0,0,7.4,0,5.7,3.3,7.7,75,1005.7
1/31/13 12:00,0,0.1,0,7.6,0,6,3.9,8,77,1006.1
1/31/13 13:00,0,0,0,8.4,0,6.3,3.6,7.9,71,1006.3
1/31/13 14:00,0,0.1,0,8.7,0,6.8,4.3,8.3,73,1006.6
1/31/13 15:00,0,2.5,0,5.8,0,5.1,4.2,8.2,89,1006.8
1/31/13 16:00,0,0.5,0,6.3,0,4.9,3.1,7.6,79,1007.5
1/31/13 17:00,0,0.2,0,6.7,0,5.5,3.8,8,81,1007.5
1/31/13 18:00,0,0,0,6.5,0,4.8,2.5,7.3,75,1007.5
1/31/13 19:00,0,0,0,5.6,0,4.4,2.7,7.4,81,1007.7
1/31/13 20:00,0,0,0,5.6,0,4.2,2.2,7.2,79,1007.8
1/31/13 21:00,0,0,0,5.4,0,4.3,2.8,7.5,83,1007.3
1/31/13 22:00,0,0,0,5.3,0,4.2,2.4,7.3,81,1006.7
1/31/13 23:00,0,0,0,5.6,0,4.5,2.9,7.5,82,1006.2
